"Original_country_name_in_FUBC_report","Original_crop_name_in_FUBC_report","Year","Year_for_FAO_area","FAO_area_ha","IFA_area_ha","FAO_area_used_Yes_No","IFA_N_t","IFA_P2O5_t","IFA_K2O_t","Comment","Survey_respondent","ISO3_code","Country","Crop","Crop_UNFAO","Crop_UNFAO_aggregated","Crop_for_final_IFA_reporting"
"Argentina","Wheat","2018/19",2018,5822173,6287149,"No",417846.099882853,184319.479576577,0,NA,"Fertilizar","ARG","Argentina","Wheat","Wheat","Wheat","Wheat"
"Argentina","Rice","2018/19",2018,198170,194835,"No",10877.2335455625,8266.73477800258,8172.90315523335,NA,"Fertilizar","ARG","Argentina","Rice","Rice, paddy","Rice, paddy","Rice"
"Argentina","Other cereals","2018/19",2018,1953098,NA,"No",0,0,0,NA,"Fertilizar","ARG","Argentina","Other cereals","Other cereals","Other cereals","Other cereals"
"Argentina","Barley","2018/19",2018,1209995,1353128,"No",71338.834990424,30570.6703200712,0,NA,"Fertilizar","ARG","Argentina","Barley","Barley","Barley","Other cereals"
"Argentina","Sorghum","2018/19",2018,437463,522221,"No",15434.7081130306,12708.7328521303,0,NA,"Fertilizar","ARG","Argentina","Sorghum","Sorghum","Sorghum","Other cereals"
"Argentina","Soybeans","2018/19",2018,16318060,17010277,"No",0,171921.652800643,0,NA,"Fertilizar","ARG","Argentina","Soybeans","Soybeans","Soybeans","Soybeans"
"Argentina","Other oilseeds","2018/19",2018,2283954,NA,"No",0,0,0,NA,"Fertilizar","ARG","Argentina","Other oilseeds","Other oilseeds","Other oil Crops","Other oil crops"
"Argentina","Sunflowers","2018/19",2018,1678031,1941002,"No",25213.9780604519,16439.3974883976,0,NA,"Fertilizar","ARG","Argentina","Sunflowers","Sunflower seed","Sunflower seed","Residual"
"Argentina","Cotton","2018/19",2018,319285,NA,"No",0,0,0,NA,"Fertilizar","ARG","Argentina","Cotton","Cottonseed","Cottonseed","Cottonseed"
"Argentina","Sugarcane","2018/19",2018,457884,350000,"No",30900.8605830902,1842.79083327483,0,NA,"Fertilizar","ARG","Argentina","Sugarcane","Sugar cane","Sugar cane","Sugar cane"
"Argentina","Roots & Tubers","2018/19",2018,109828,NA,"No",0,0,0,NA,"Fertilizar","ARG","Argentina","Roots & Tubers","Roots and tubers nes","Roots and tubers nes","Roots/tubers"
"Argentina","Potatoe","2018/19",2018,67876,70000,"No",10692.5306151888,9743.8898655707,1710.78400337825,NA,"Fertilizar","ARG","Argentina","Potatoe","Potato","Potato","Roots/tubers"
"Argentina","Fruits","2018/19",2018,618988,110000,"No",4617.85823304485,1055.82545034285,2824.17075861196,NA,"Fertilizar","ARG","Argentina","Fruits","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Argentina","Citrus","2018/19",2018,137236,120000,"No",8921.32020924078,854.879525233359,2518.30552966489,NA,"Fertilizar","ARG","Argentina","Citrus","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Argentina","Vineyards + Raisins","2018/19",2018,218233,220000,"No",10543.2593245536,3785.31984398,2561.15606053328,NA,"Fertilizar","ARG","Argentina","Vineyards + Raisins","Grapes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Argentina","Vegetables","2018/19",2018,185206,NA,"No",0,0,0,NA,"Fertilizar","ARG","Argentina","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Argentina","Pastures","2018/19",2018,112900000,17300000,"No",81650.3359036725,44793.1194227752,0,NA,"Fertilizar","ARG","Argentina","Pastures","Grassland","Grassland","Grassland"
"Argentina","Tobacco","2018/19",2018,54728,60569,"No",8057.96454947617,4389.68853107748,16431.4604366525,NA,"Fertilizar","ARG","Argentina","Tobacco","Tobacco, unmanufactured","Tobacco, unmanufactured","Residual"
"Argentina","Residual","2018/19",2018,NA,2946097,"No",17948.5275133874,5722.14982531219,12503.2200559258,NA,"Fertilizar","ARG","Argentina","Residual","Residual","Residual","Residual"
"Argentina","Maize","2018/19",2018,7138620,9039594,"No",439956.488476024,184585.668886611,0,NA,"Fertilizar","ARG","Argentina","Maize","Maize","Maize","Maize"
"Australia","Fruit Primary","2018",2018,272884,NA,"Yes",31862.0291084689,23345.0197748331,30313.9337247736,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Fruit Primary","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Australia","Other cereals","2018",2018,5603105,NA,"Yes",190840.967111398,147550.220767724,14727.2831394183,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Other cereals","Other cereals","Other cereals","Other cereals"
"Australia","Other Oil Crops","2018",2018,3241027,NA,"Yes",127926.503207437,64160.8196799828,18128.7341601778,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Includes Rapeseed.","IFA estimates","AUS","Australia","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"Australia","Rice, paddy","2018",2018,61151,NA,"Yes",6005.06004762306,1606.29555345333,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Rice, paddy","Rice, paddy","Rice, paddy","Rice"
"Australia","Seed cotton","2018",2018,485101,NA,"Yes",88737.1418624318,28066.8400673928,16162.6317605163,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Area refers to cotton; nutrient quantities refers to fiber crops.","IFA estimates","AUS","Australia","Seed cotton","Cottonseed","Cottonseed","Cottonseed"
"Australia","Soybeans","2018",2018,32073,NA,"Yes",0,0,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Soybeans","Soybeans","Soybeans","Soybeans"
"Australia","Sugar cane","2018",2018,442958,NA,"Yes",63170.5788809266,23502.1307727559,52519.7267095399,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Sugar cane","Sugar cane","Sugar cane","Sugar cane"
"Australia","Wheat","2018",2018,10919180,NA,"Yes",426944.462644684,271326.259707738,38130.9175259126,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Wheat","Wheat","Wheat","Wheat"
"Australia","Grassland","2018",2018,327589000,NA,"Yes",81388.5366578912,320351.555291749,87931.0589612361,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Grassland","Grassland","Grassland","Grassland"
"Australia","Residual","2018",2018,2166894,NA,"Yes",232139.188055647,72135.6112086423,15085.7140184253,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. The residual area includes Citrus Fruit, Maize green, Pulses, Treenuts, Roots and Tubers, Vegetables.","IFA estimates","AUS","Australia","Residual","Residual","Residual","Residual"
"Australia","Maize","2018",2018,52783,NA,"Yes",13485.5324234925,5055.24717572861,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","AUS","Australia","Maize","Maize","Maize","Maize"
"Austria","Wheat","2017/18",2018,294290,282000,"No",30456,2820,4230,NA,"Fertilizers Europe","AUT","Austria","Wheat","Wheat","Wheat","Wheat"
"Austria","Grain maize, including corn cob maize","2017/18",2018,209900,209500,"No",21997.5,9637,10475,NA,"Fertilizers Europe","AUT","Austria","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Austria","Green maize","2017/18",2018,0,82200,"No",7450.6,2194.528,2710,"Silage maize + Maize for biogas","Fertilizers Europe","AUT","Austria","Green maize","Maize, green","Maize, green","Maize green"
"Austria","Other cereals","2017/18",2018,274750,285100,"No",21065.2,2193.7,3015.8,"Barley, rye, triticale, oats, rice","Fertilizers Europe","AUT","Austria","Other cereals","Other cereals","Other cereals","Other cereals"
"Austria","Oilseed rape","2017/18",2018,40500,40500,"No",4779,1099.98,1417.5,NA,"Fertilizers Europe","AUT","Austria","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Austria","Other oil crops","2017/18",2018,118660,115300,"No",2907.866,1006.569,1268.3,"Sunflower, soya, linseed","Fertilizers Europe","AUT","Austria","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Austria","Sugar beet","2017/18",2018,31250,42700,"No",3416,2070.95,2690.1,NA,"Fertilizers Europe","AUT","Austria","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Austria","Fruits & Treenuts","2017/18",2018,59420,62000,"No",1922,620,806,"nuts, herbs, bushes, vineyards","Fertilizers Europe","AUT","Austria","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Austria","Vegetables","2017/18",2018,15580,16300,"No",1711.5,901.227,1141,NA,"Fertilizers Europe","AUT","Austria","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Austria","Pulses (peas, beans)","2017/18",2018,20630,22900,"No",25.00850605,22.213,22.9,NA,"Fertilizers Europe","AUT","Austria","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Austria","Potato","2017/18",2018,23760,23000,"No",2185,1227.05,1610,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","AUT","Austria","Potato","Potato","Potato","Roots/tubers"
"Austria","Total Grassland","2017/18",2018,1407340,1190000,"No",9090,2727,3030,NA,"Fertilizers Europe","AUT","Austria","Total Grassland","Grassland","Grassland","Grassland"
"Austria","Fertilized forests","2017/18",2018,NA,0,"No",1,1,1,NA,"Fertilizers Europe","AUT","Austria","Fertilized forests","Forestry","Forestry","Residual"
"Austria","Other crops","2017/18",2018,0,157300,"No",5491.87000000001,2167.95,2545.2,"Other crops include tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","AUT","Austria","Other crops","Other crops","Other crops","Residual"
"Bangladesh","Fruit Primary","2018",2018,389619,NA,"Yes",45671.5391793153,46531.5046971845,25670.9478694256,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Fruit Primary","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Bangladesh","Other cereals","2018",2018,8230,NA,"Yes",0,0,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Other cereals","Other cereals","Other cereals","Other cereals"
"Bangladesh","Other Oil Crops","2018",2018,433623,NA,"Yes",10765.1515580402,18068.949576931,25211.8760591712,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"Bangladesh","Rice, paddy","2018",2018,11515000,NA,"Yes",1056510.18970466,404131.80089382,260131.186834126,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Rice, paddy","Rice, paddy","Rice, paddy","Rice"
"Bangladesh","Roots and Tubers, Total","2018",2018,501394,NA,"Yes",52095.2567149764,56614.5884541141,37480.4165473502,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Roots and Tubers, Total","Roots and tubers nes","Roots and tubers nes","Roots/tubers"
"Bangladesh","Seed cotton","2018",2018,37458,NA,"Yes",1491.84744326996,927.413487643344,647.016967049368,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Area refers to cotton; nutrient quantities refers to fiber crops.","IFA estimates","BGD","Bangladesh","Seed cotton","Cottonseed","Cottonseed","Cottonseed"
"Bangladesh","Sugar cane","2018",2018,90156,NA,"Yes",8994.88004275609,8387.55977598618,8777.46586529731,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Sugar cane","Sugar cane","Sugar cane","Sugar cane"
"Bangladesh","Vegetables Primary","2018",2018,616749,NA,"Yes",51272.1612469816,69650.1104705267,46110.2910801888,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Vegetables Primary","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Bangladesh","Wheat","2018",2018,351213,NA,"Yes",16560.6441211564,9265.49716070293,4848.10762755589,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Wheat","Wheat","Wheat","Wheat"
"Bangladesh","Grassland","2018",2018,600000,NA,"Yes",0,0,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Grassland","Grassland","Grassland","Grassland"
"Bangladesh","Residual","2018",2018,516199,NA,"Yes",35062.8996986127,19617.3044494371,12317.5434648155,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. The residual area includes Citrus Fruit, Pulses, Soybeans and Tea.","IFA estimates","BGD","Bangladesh","Residual","Residual","Residual","Residual"
"Bangladesh","Maize","2018",2018,400478,NA,"Yes",42275.4302902275,47305.2710336541,23205.1476850196,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","BGD","Bangladesh","Maize","Maize","Maize","Maize"
"Belarus","Wheat","2018",2018,660001,613500,"No",64800,17400,53000,NA,"Belarusian Potash Company","BLR","Belarus","Wheat","Wheat","Wheat","Wheat"
"Belarus","Maize, Green (silage, bioenergy)","2018",2018,NA,802700,"No",74300,17400,63800,NA,"Belarusian Potash Company","BLR","Belarus","Maize, Green (silage, bioenergy)","Maize, green","Maize, green","Maize green"
"Belarus","Other Cereals","2018",2018,1299816,1263300,"No",96700,27300,93100,NA,"Belarusian Potash Company","BLR","Belarus","Other Cereals","Other cereals","Other cereals","Other cereals"
"Belarus","Rapeseed / Canola","2018",2018,349474,352000,"No",44000,11800,31600,NA,"Belarusian Potash Company","BLR","Belarus","Rapeseed / Canola","Rapeseed","Rapeseed","Rapeseed"
"Belarus","Other Oil Crops","2018",2018,22428,NA,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"Belarus","Sugar Beet","2018",2018,100878,99600,"No",14600,7400,19400,NA,"Belarusian Potash Company","BLR","Belarus","Sugar Beet","Sugar beet","Sugar beet","Sugar beet"
"Belarus","Roots & Tubers (potato)","2018",2018,271772,26200,"No",2200,1500,3500,NA,"Belarusian Potash Company","BLR","Belarus","Roots & Tubers (potato)","Potato","Potato","Roots/tubers"
"Belarus","Fruits & Treenuts","2018",2018,95322,27600,"No",291.8,89.6,325,NA,"Belarusian Potash Company","BLR","Belarus","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Belarus","Vegetables","2018",2018,60968,5900,"No",400,200,600,NA,"Belarusian Potash Company","BLR","Belarus","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Belarus","Pulses","2018",2018,167367,172600,"No",4500,3200,10300,NA,"Belarusian Potash Company","BLR","Belarus","Pulses","Pulses","Pulses","Pulses"
"Belarus","Grassland (grasses and meadows and pastures)","2018",2018,2630000,4092100,"No",81700,9200,82100,NA,"Belarusian Potash Company","BLR","Belarus","Grassland (grasses and meadows and pastures)","Grassland","Grassland","Grassland"
"Belarus","Flax (fiber)","2018",2018,45571,50000,"No",1100,2800,5100,NA,"Belarusian Potash Company","BLR","Belarus","Flax (fiber)","Flax fibre and tow","Flax fibre and tow","Residual"
"Belarus","Residual","2018",2018,NA,32800,"No",2508,510,2375,NA,"Belarusian Potash Company","BLR","Belarus","Residual","Residual","Residual","Residual"
"Belarus","Soybeans","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Soybeans","Soybeans","Soybeans","Soybeans"
"Belarus","Oil Palm","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Oil Palm","Oil palm fruit","Oil palm fruit","Oil palm"
"Belarus","Cotton","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Cotton","Cottonseed","Cottonseed","Cottonseed"
"Belarus","Sugar Cane","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Sugar Cane","Sugar cane","Sugar cane","Sugar cane"
"Belarus","Tea","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Tea","Tea","Tea","Tea"
"Belarus","Coffee","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Coffee","Coffee, green","Coffee, green","Coffee green"
"Belarus","Cocoa","2018",2018,0,0,"No",0,0,0,NA,"Belarusian Potash Company","BLR","Belarus","Cocoa","Cocoa, beans","Cocoa, beans","Residual"
"Belarus","Maize Grain","2018",2018,174541,170500,"No",17800,5800,17400,NA,"Belarusian Potash Company","BLR","Belarus","Maize Grain","Maize","Maize","Maize"
"Belgium","Wheat","2017/18",2018,195690,197454,"No",32777.364,1777.086,4936.35,NA,"Fertilizers Europe","BEL","Belgium","Wheat","Wheat","Wheat","Wheat"
"Belgium","Grain maize, including corn cob maize","2017/18",2018,53990,49093,"No",2454.65,1129.139,1276.418,NA,"Fertilizers Europe","BEL","Belgium","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Belgium","Green maize","2017/18",2018,0,188904,"No",9445.2,4344.792,7972.968,"Silage maize + Maize for biogas","Fertilizers Europe","BEL","Belgium","Green maize","Maize, green","Maize, green","Maize green"
"Belgium","Other cereals","2017/18",2018,54840,86877,"No",9606.825,745.621,2938.226,"Barley, rye, triticale, oats, rice","Fertilizers Europe","BEL","Belgium","Other cereals","Other cereals","Other cereals","Other cereals"
"Belgium","Oilseed rape","2017/18",2018,11310,14093,"No",2113.95,465.069,1493.858,NA,"Fertilizers Europe","BEL","Belgium","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Belgium","Other oil crops","2017/18",2018,240,16112,"No",322.24,435.024,1256.736,"Sunflower, soya, linseed","Fertilizers Europe","BEL","Belgium","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Belgium","Sugar beet","2017/18",2018,62700,62581,"No",7321.977,2315.497,8072.949,NA,"Fertilizers Europe","BEL","Belgium","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Belgium","Fruits & Treenuts","2017/18",2018,20380,8802,"No",1251.55,550.682,1001.24,"nuts, herbs, bushes, vineyards","Fertilizers Europe","BEL","Belgium","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Belgium","Vegetables","2017/18",2018,62200,52095,"No",7814.25,2604.75,3802.935,NA,"Fertilizers Europe","BEL","Belgium","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Belgium","Pulses (peas, beans)","2017/18",2018,3820,4043,"No",80.86,64.688,242.58,NA,"Fertilizers Europe","BEL","Belgium","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Belgium","Potato","2017/18",2018,93330,93478,"No",13647.788,2149.994,12713.008,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","BEL","Belgium","Potato","Potato","Potato","Roots/tubers"
"Belgium","Total Grassland","2017/18",2018,573000,63799,"No",NA,2870.97,14929.044,NA,"Fertilizers Europe","BEL","Belgium","Total Grassland","Grassland","Grassland","Grassland"
"Belgium","Fertilized forests","2017/18",2018,NA,637993,"No",120,120,0,NA,"Fertilizers Europe","BEL","Belgium","Fertilized forests","Forestry","Forestry","Residual"
"Belgium","Other crops","2017/18",2018,0,31969,"No",1307.92,359.232,736.128,"Other crops include tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","BEL","Belgium","Other crops","Other crops","Other crops","Residual"
"Bolivia","Wheat","2018",2018,199569,203372.605025443,"No",2644.12386600021,1282.129364,555.6,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Wheat","Wheat","Wheat","Wheat"
"Bolivia","Rice","2018",2018,169776,169649.573025202,"No",2449.53155782852,530.192589274416,606.992589274416,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Rice","Rice, paddy","Rice, paddy","Rice"
"Bolivia","Maize Grain","2018",2018,462187,452656.201766279,"No",5990.38553632949,4163.73029855932,2743.417545,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Maize Grain","Maize","Maize","Maize"
"Bolivia","Maize, Green (silage, bioenergy)","2018",2018,9426,NA,"No",NA,NA,NA,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Maize, Green (silage, bioenergy)","Maize, green","Maize, green","Maize green"
"Bolivia","Other Cereals","2018",2018,568602,571719.420183076,"No",2190,220,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Other Cereals","Other cereals","Other cereals","Other cereals"
"Bolivia","Soybeans","2018",2018,1362925,1317103.25829649,"No",2748.59026622835,11468.9696701591,13127.2127194143,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Soybeans","Soybeans","Soybeans","Soybeans"
"Bolivia","Oil Palm","2018",2018,0,0,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Oil Palm","Oil palm fruit","Oil palm fruit","Oil palm"
"Bolivia","Rapeseed / Canola","2018",2018,0,0,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Rapeseed / Canola","Rapeseed","Rapeseed","Rapeseed"
"Bolivia","Other Oil Crops","2018",2018,149936,155986.154588282,"No",12,16,4,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"Bolivia","Cotton","2018",2018,126000,3645.54171875,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Cotton","Cottonseed","Cottonseed","Cottonseed"
"Bolivia","Sugar Beet","2018",2018,0,0,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Sugar Beet","Sugar beet","Sugar beet","Sugar beet"
"Bolivia","Sugar Cane","2018",2018,168180,164811.8905,"No",1176.852,412.6272,270,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Sugar Cane","Sugar cane","Sugar cane","Sugar cane"
"Bolivia","Tea","2018",2018,274,273.842,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Tea","Tea","Tea","Tea"
"Bolivia","Coffee","2018",2018,24596,24596.4071476058,"No",4.7961976,6.0981976,6.3461976,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Coffee","Coffee, green","Coffee, green","Coffee green"
"Bolivia","Cocoa","2018",2018,10341,10340.832,"No",0.012,0.0624,0.072,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Cocoa","Cocoa, beans","Cocoa, beans","Residual"
"Bolivia","Roots & Tubers","2018",2018,228478,225715.57005869,"No",55.07064,53.47224,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Roots & Tubers","Roots and tubers nes","Roots and tubers nes","Roots/tubers"
"Bolivia","Fruits & Treenuts","2018",2018,260275,148107.088028376,"No",528.00189,160.4211,67.6584,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Bolivia","Vegetables","2018",2018,83594,168830.751671637,"No",362.0967479725,415.3893839725,61.6797274125,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Bolivia","Pulses","2018",2018,100373,NA,"No",0,0,0,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Pulses","Pulses","Pulses","Pulses"
"Bolivia","Grassland","2018",2018,33000000,2349062,"No",980,60,60,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Grassland","Grassland","Grassland","Grassland"
"Bolivia","Forages","2018",2018,NA,120963.24,"No",60.7162,95.4298,12.57,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Forages","Grassland","Grassland","Grassland"
"Bolivia","Residual","2018",2018,NA,3999.62399016879,"No",NA,NA,NA,NA,"Llanos Rocha, J.L. 2019 (Coord). Plan Nacional de Fertilizaci<f3>n y Nutrici<f3>n Vegetal. INIAF, ANAPO; CIAB.","BOL","Bolivia (Plurinational State of)","Residual","Residual","Residual","Residual"
"Brazil","Wheat","2018",2018,2080204,2441500,"No",135415,78267,108134,NA,"AgroConsult","BRA","Brazil","Wheat","Wheat","Wheat","Wheat"
"Brazil","Rice","2018",2018,1872155,1850700,"No",153187,65793,68479,NA,"AgroConsult","BRA","Brazil","Rice","Rice, paddy","Rice, paddy","Rice"
"Brazil","Grain Maize","2018",2018,16126368,17496750,"No",1197743,699756,777689,NA,"AgroConsult","BRA","Brazil","Grain Maize","Maize","Maize","Maize"
"Brazil","Green Maize (silage, bioenergy)","2018",2018,0,0,"No",0,0,0,NA,"AgroConsult","BRA","Brazil","Green Maize (silage, bioenergy)","Maize, green","Maize, green","Maize green"
